municipio,ibge_code,year,week,date,cases,rainfall_lag,temperature_lag,fitted_mu,nb_size,nb_variance,pearson_residual,residual_direction
duque de caxias,3301702,2022,13,2022-03-28,9,45.914813,25.4880954286,16.2424694273357,0.978497577725951,285.857662252905,-0.428362803010304,overpredicted
duque de caxias,3301702,2022,14,2022-04-04,10,26.7724072,26.6845237143,22.1025811769794,0.978497577725951,521.361961890321,-0.530039619076135,overpredicted
duque de caxias,3301702,2022,15,2022-04-11,8,51.3072198,28.285714,22.0099579189276,0.978497577725951,517.0937053093,-0.61610141366025,overpredicted
duque de caxias,3301702,2022,16,2022-04-18,15,45.298888,28.6607142857,19.4197553646449,0.978497577725951,404.833993485811,-0.219664433791661,overpredicted
duque de caxias,3301702,2022,17,2022-04-25,15,43.734446,27.9057827143,18.8664189876014,0.978497577725951,382.629982146278,-0.197660284516697,overpredicted
duque de caxias,3301702,2022,18,2022-05-02,19,51.912777,26.3018708571,22.3645209117333,0.978497577725951,533.527560041338,-0.145661508325034,overpredicted
duque de caxias,3301702,2022,19,2022-05-09,25,34.2616665,26.2213772857,16.5248834019814,0.978497577725951,295.597389727142,0.492941502455687,underpredicted
duque de caxias,3301702,2022,20,2022-05-16,38,28.0311115,25.0226188571,24.9042354596859,0.978497577725951,658.754495235374,0.51023360890458,underpredicted
duque de caxias,3301702,2022,21,2022-05-23,36,22.9664806,24.6261904286,20.9387770578871,0.978497577725951,469.005685612557,0.695458442155204,underpredicted
duque de caxias,3301702,2022,22,2022-05-30,38,22.6635186,23.5908385714,21.5700213679316,0.978497577725951,497.060030136592,0.736940759671212,underpredicted
duque de caxias,3301702,2022,23,2022-06-06,41,21.2085193,24.7781385714,25.4316823818612,0.978497577725951,686.41489122636,0.594221464002059,underpredicted
duque de caxias,3301702,2022,24,2022-06-13,28,13.8418525,24.4535714286,31.3759822851236,0.978497577725951,1037.46152277698,-0.104812760601154,overpredicted
duque de caxias,3301702,2022,25,2022-06-20,24,17.918704,22.470238,29.9618132419746,0.978497577725951,947.399191915166,-0.193692079737414,overpredicted
duque de caxias,3301702,2022,26,2022-06-27,22,18.2564816,20.3273808571,24.0701231876384,0.978497577725951,616.1725907426,-0.0833959580357776,overpredicted
duque de caxias,3301702,2022,27,2022-07-04,29,15.0240741,20.8841997143,30.0461632584723,0.978497577725951,952.656445700697,-0.0338946620659613,overpredicted
duque de caxias,3301702,2022,28,2022-07-11,17,11.5129633,21.9430272857,19.8378814488024,0.978497577725951,422.027472240982,-0.138141411022027,overpredicted
duque de caxias,3301702,2022,29,2022-07-18,13,11.936667,19.8292517143,16.2298108271643,0.978497577725951,285.424917163251,-0.191175019970133,overpredicted
duque de caxias,3301702,2022,30,2022-07-25,20,8.995,18.9523808571,14.5157782569319,0.978497577725951,229.853887620581,0.361733790701401,underpredicted
duque de caxias,3301702,2022,31,2022-08-01,19,9.5750002,20.6190477143,15.081847584606,0.978497577725951,247.542439969426,0.24903276598464,underpredicted
duque de caxias,3301702,2022,32,2022-08-08,20,9.1416668,19.7630922857,10.5736296801039,0.978497577725951,124.832108348803,0.843686975032298,underpredicted
duque de caxias,3301702,2022,33,2022-08-15,14,8.435,20.7554114286,9.2044301969238,0.978497577725951,95.7877158162273,0.489987846792274,underpredicted
duque de caxias,3301702,2022,34,2022-08-22,11,9.919259,21.7990197143,13.2626622861674,0.978497577725951,193.026225243287,-0.162858930790777,overpredicted
duque de caxias,3301702,2022,35,2022-08-29,7,10.2592592,22.4583334286,12.2868108961401,0.978497577725951,166.569995069529,-0.409633428091016,overpredicted
duque de caxias,3301702,2022,36,2022-09-05,9,9.0122223,21.7172272857,12.6532432210632,0.978497577725951,176.276094882555,-0.275157830565202,overpredicted
duque de caxias,3301702,2022,37,2022-09-12,8,10.3029626,20.3988097143,10.6927288311503,0.978497577725951,127.539670979162,-0.238434982525396,overpredicted
duque de caxias,3301702,2022,38,2022-09-19,5,8.667407,20.6964282857,8.16352140909082,0.978497577725951,76.2710807058282,-0.362235348052197,overpredicted
duque de caxias,3301702,2022,39,2022-09-26,12,7.9999997,20.4111722857,6.24785691528287,0.978497577725951,46.1413803357167,0.846806902467324,underpredicted
duque de caxias,3301702,2022,40,2022-10-03,9,11.3555561,20.4471915714,8.28863881612078,0.978497577725951,78.4998840843695,0.0802889273928221,underpredicted
duque de caxias,3301702,2022,41,2022-10-10,3,15.5140742,19.2015151429,7.39462371933337,0.978497577725951,63.2766833127829,-0.552458731358669,overpredicted
duque de caxias,3301702,2022,42,2022-10-17,12,21.0168519,21.9880951429,6.5467666863939,0.978497577725951,50.3487699020635,0.768527915004533,underpredicted
duque de caxias,3301702,2022,43,2022-10-24,9,18.2868525,19.6130954286,9.63793018789561,0.978497577725951,104.568873729552,-0.0623838162935198,overpredicted
duque de caxias,3301702,2022,44,2022-10-31,11,23.775741,20.0054111429,8.39916854717284,0.978497577725951,80.4954454207119,0.289885541426882,underpredicted
duque de caxias,3301702,2022,45,2022-11-07,14,27.2264814,20.3829032857,4.72484500138676,0.978497577725951,27.5395772963928,1.76743129644004,underpredicted
duque de caxias,3301702,2022,46,2022-11-14,9,30.3644439,22.1477271429,11.0450098789667,0.978497577725951,135.718024921054,-0.175540222670358,overpredicted
duque de caxias,3301702,2022,47,2022-11-21,17,25.6755537,24.2857137143,10.9868197614976,0.978497577725951,134.349627416236,0.518783301155296,underpredicted
duque de caxias,3301702,2022,48,2022-11-28,5,27.50685,24.4575568571,14.3005910327761,0.978497577725951,223.30152117508,-0.622393010881564,overpredicted
duque de caxias,3301702,2022,49,2022-12-05,10,30.990554,24.3634921429,17.9074555114472,0.978497577725951,345.63127434779,-0.425334137612269,overpredicted
duque de caxias,3301702,2022,50,2022-12-12,9,34.4066664,22.2662907143,13.3699516884502,0.978497577725951,196.053703003323,-0.31209665279832,overpredicted
duque de caxias,3301702,2022,51,2022-12-19,24,40.1744441,21.9366882857,14.9654935726409,0.978497577725951,243.853130058424,0.578549155442984,underpredicted
duque de caxias,3301702,2022,52,2022-12-26,20,40.2188885,23.9488097143,7.63738313227108,0.978497577725951,67.2487939695447,1.50753762510578,underpredicted
duque de caxias,3301702,2023,1,2023-01-02,24,42.412223,23.8928571429,20.9837791088661,0.978497577725951,470.978746610979,0.138983258258989,underpredicted
duque de caxias,3301702,2023,2,2023-01-09,23,41.416667,25.4535717143,23.3633139376647,0.978497577725951,581.20264903181,-0.0150701739862874,overpredicted
duque de caxias,3301702,2023,3,2023-01-16,45,41.894259,25.4740257143,53.484071083961,0.978497577725951,2976.89024482448,-0.155497312409119,overpredicted
duque de caxias,3301702,2023,4,2023-01-23,44,49.239813,25.0713383333,56.5028822596345,0.978497577725951,3319.23523471546,-0.217015685706174,overpredicted
duque de caxias,3301702,2023,5,2023-01-30,34,57.719443,23.0272435,59.9224529802461,0.978497577725951,3729.52823730387,-0.424472095759553,overpredicted
duque de caxias,3301702,2023,6,2023-02-06,50,58.684629,24.7015153333,65.6824550012739,0.978497577725951,4474.67128972137,-0.234440954735225,overpredicted
duque de caxias,3301702,2023,7,2023-02-13,48,52.617964,24.9761905714,91.1787960538526,0.978497577725951,8587.44188252052,-0.465949256812225,overpredicted
duque de caxias,3301702,2023,8,2023-02-20,59,55.944814,25.0714285714,86.0375110004895,0.978497577725951,7651.15925239796,-0.309102906228418,overpredicted
duque de caxias,3301702,2023,9,2023-02-27,66,57.287776,26.7142857143,91.1325821774861,0.978497577725951,8578.78520737621,-0.271346493750948,overpredicted
duque de caxias,3301702,2023,10,2023-03-06,100,57.318331,25.1428571429,139.414873610371,0.978497577725951,20003.0378669004,-0.278684079770152,overpredicted
duque de caxias,3301702,2023,11,2023-03-13,69,36.5503705,26.5773808571,133.728998647242,0.978497577725951,18410.161650382,-0.477056796653524,overpredicted
duque de caxias,3301702,2023,12,2023-03-20,159,41.4805555,25.2857142857,181.602760615795,0.978497577725951,33885.8892238718,-0.122786902041775,overpredicted
duque de caxias,3301702,2023,13,2023-03-27,122,45.914813,25.3888888,220.187868842971,0.978497577725951,49768.2896620881,-0.440130510760164,overpredicted
duque de caxias,3301702,2023,14,2023-04-03,79,29.5070366,26.96333344,272.201998654414,0.978497577725951,75994.3394449764,-0.700843407728244,overpredicted
duque de caxias,3301702,2023,15,2023-04-10,133,48.4929609,27.0942027826,193.530894568248,0.978497577725951,38470.7918760729,-0.308611090628801,overpredicted
duque de caxias,3301702,2023,16,2023-04-17,115,45.6899985,26.1666665714,379.497621907189,0.978497577725951,147562.738859881,-0.688546726574289,overpredicted
duque de caxias,3301702,2023,17,2023-04-24,88,43.734446,24.9736842105,261.079061571582,0.978497577725951,69921.2171576806,-0.654545802216623,overpredicted
duque de caxias,3301702,2023,18,2023-05-01,126,50.744444,26.9166667692,229.318013145123,0.978497577725951,53971.6596907194,-0.444726654240237,overpredicted
duque de caxias,3301702,2023,19,2023-05-08,80,37.673333,25.5512818462,315.419065921631,0.978497577725951,101990.874796828,-0.737158663191282,overpredicted
duque de caxias,3301702,2023,20,2023-05-15,56,28.0311115,24.619048,229.042348829598,0.978497577725951,53842.2538187017,-0.745745748208999,overpredicted
duque de caxias,3301702,2023,21,2023-05-22,75,23.6899993,24.1904762857,147.680046851778,0.978497577725951,22436.3363855103,-0.485220596330924,overpredicted
duque de caxias,3301702,2023,22,2023-05-29,70,22.7392591,24.5178571429,176.544083088576,0.978497577725951,32029.2680786048,-0.595327341823605,overpredicted
duque de caxias,3301702,2023,23,2023-06-05,71,22.4362971,23.3928571429,102.631553246869,0.978497577725951,10867.3344627261,-0.303430338400626,overpredicted
duque de caxias,3301702,2023,24,2023-06-12,72,13.8418525,23.1031744762,64.8450566824753,0.978497577725951,4362.12843466044,0.108332052955974,underpredicted
duque de caxias,3301702,2023,25,2023-06-19,61,17.1033337,22.4515152727,85.4717415736361,0.978497577725951,7551.42646024385,-0.281611495609364,overpredicted
duque de caxias,3301702,2023,26,2023-06-26,40,18.9029631,20.4565217391,61.9205740119939,0.978497577725951,3980.3334278133,-0.347449903525767,overpredicted
duque de caxias,3301702,2023,27,2023-07-03,33,15.0240741,22.05000016,77.884904294375,0.978497577725951,6277.2444684147,-0.566520698787961,overpredicted
duque de caxias,3301702,2023,28,2023-07-10,19,11.7859262,20.2833332,69.2449219020752,0.978497577725951,4969.47085845253,-0.71274979557735,overpredicted
duque de caxias,3301702,2023,29,2023-07-17,18,12.5250004,19.9924,61.9492482203162,0.978497577725951,3983.99202320732,-0.696293306800368,overpredicted
duque de caxias,3301702,2023,30,2023-07-24,19,8.995,22.1060428571,44.0607214859639,0.978497577725951,2028.06888058168,-0.556483407199668,overpredicted
duque de caxias,3301702,2023,31,2023-07-31,14,9.4783335,19.025,28.2256475421428,0.978497577725951,842.419977000567,-0.490125971084949,overpredicted
duque de caxias,3301702,2023,32,2023-08-07,15,9.3183335,20.2142857143,19.0439354885871,0.978497577725951,389.685097152293,-0.204855354594941,overpredicted
duque de caxias,3301702,2023,33,2023-08-14,10,8.435,17.8642858,17.811179905405,0.978497577725951,342.020597326725,-0.422367516404649,overpredicted
duque de caxias,3301702,2023,34,2023-08-21,15,9.707222,22.0336857143,21.1012466388051,0.978497577725951,476.148473987576,-0.279606577127917,overpredicted
duque de caxias,3301702,2023,35,2023-08-28,9,10.17425915,20.1238714286,15.0729794274553,0.978497577725951,247.260277579481,-0.386210995175921,overpredicted
duque de caxias,3301702,2023,36,2023-09-04,6,10.51425935,21.7093714286,17.6273464976112,0.978497577725951,335.178816853802,-0.635100321996391,overpredicted
duque de caxias,3301702,2023,37,2023-09-11,15,8.8311108,20.1764285714,13.7563817291487,0.978497577725951,207.15291390846,0.0864055363980715,underpredicted
duque de caxias,3301702,2023,38,2023-09-18,11,9.0762959,22.7208714286,19.4046636887331,0.978497577725951,404.220100583247,-0.418033789460339,overpredicted
duque de caxias,3301702,2023,39,2023-09-25,18,7.4407403,22.4169857143,13.1287532324418,0.978497577725951,189.280606197606,0.354068320983148,underpredicted
duque de caxias,3301702,2023,40,2023-10-02,9,11.3555561,23.2670285714,11.5324313701724,0.978497577725951,147.452004739811,-0.208551032295834,overpredicted
duque de caxias,3301702,2023,41,2023-10-09,10,14.0688891,20.0812714286,20.0971237775231,0.978497577725951,432.867061407562,-0.485311307473874,overpredicted
duque de caxias,3301702,2023,42,2023-10-16,11,21.4718518,23.8788571429,21.8130135818815,0.978497577725951,508.076416123086,-0.479713820190095,overpredicted
duque de caxias,3301702,2023,43,2023-10-23,6,18.2868525,23.605,26.8956628235106,0.978497577725951,766.168498221953,-0.754907962203314,overpredicted
duque de caxias,3301702,2023,44,2023-10-30,7,22.6779633,25.0094714286,17.4822027847341,0.978497577725951,329.825760054288,-0.577178667474504,overpredicted
duque de caxias,3301702,2023,45,2023-11-06,18,26.5988889,24.5681142857,19.9694755640956,0.978497577725951,427.512594098721,-0.0952524467423973,overpredicted
duque de caxias,3301702,2023,46,2023-11-13,13,30.3644439,24.1582,19.7120298602717,0.978497577725951,416.81482301718,-0.328762521208318,overpredicted
duque de caxias,3301702,2023,47,2023-11-20,17,26.4570354,24.0838428571,14.5410682428103,0.978497577725951,230.630173065598,0.161915495590872,underpredicted
duque de caxias,3301702,2023,48,2023-11-27,30,26.635924,23.0062714286,16.7344413627861,0.978497577725951,302.929863915951,0.762174647838051,underpredicted
duque de caxias,3301702,2023,49,2023-12-04,29,30.990554,23.6218142857,37.3271263504683,0.978497577725951,1461.25948275131,-0.217836917633987,overpredicted
duque de caxias,3301702,2023,50,2023-12-11,28,33.099444,25.677,32.19897563057,0.978497577725951,1091.75605094549,-0.127080978551532,overpredicted
duque de caxias,3301702,2023,51,2023-12-18,26,40.163333,23.9113428571,30.6785880596958,0.978497577725951,992.536631207664,-0.148505157279839,overpredicted
duque de caxias,3301702,2023,52,2023-12-25,53,40.2188885,29.3763428571,62.7714688894212,0.978497577725951,4089.61568008595,-0.152798329062969,overpredicted
engenheiro paulo de frontin,3301801,2017,7,2017-02-13,0,54.635,26.122109,0.742088237360793,0.978497577725951,1.30488467606949,-0.649635100463408,overpredicted
engenheiro paulo de frontin,3301801,2017,8,2017-02-20,0,59.935,24.515873,0.286952078650453,0.978497577725951,0.37110302323754,-0.471044707833932,overpredicted
engenheiro paulo de frontin,3301801,2017,9,2017-02-27,0,61.095,24.3889432857,0.315721388891402,0.978497577725951,0.4175918458783,-0.488571353982222,overpredicted
engenheiro paulo de frontin,3301801,2017,10,2017-03-06,0,58.695,25.3897957143,0.364786683686573,0.978497577725951,0.500780198258477,-0.515484252294492,overpredicted
engenheiro paulo de frontin,3301801,2017,11,2017-03-13,0,38.065555,25.5156461429,0.366704137972067,0.978497577725951,0.504131074805526,-0.516468782980232,overpredicted
engenheiro paulo de frontin,3301801,2017,12,2017-03-20,0,43.301665,25.0848488,0.370524489206883,0.978497577725951,0.510829790136786,-0.518416492238389,overpredicted
engenheiro paulo de frontin,3301801,2017,13,2017-03-27,0,47.673885,26.605442,0.420816979665216,0.978497577725951,0.601795384114728,-0.542461385456108,overpredicted
engenheiro paulo de frontin,3301801,2017,14,2017-04-03,0,31.087221,25.2325295714,0.335304433581915,0.978497577725951,0.450204118301601,-0.499729013016504,overpredicted
engenheiro paulo de frontin,3301801,2017,15,2017-04-10,0,46.717777,24.358998,0.288485258429778,0.978497577725951,0.373537839269794,-0.472015569908728,overpredicted
engenheiro paulo de frontin,3301801,2017,16,2017-04-17,0,42.5077776,25.3012984286,0.304991148550142,0.978497577725951,0.400054849075712,-0.482200288637682,overpredicted
engenheiro paulo de frontin,3301801,2017,17,2017-04-24,0,41.9105561,24.3766234286,0.260362957122566,0.978497577725951,0.329641482675127,-0.453480133744918,overpredicted
engenheiro paulo de frontin,3301801,2017,18,2017-05-01,0,49.6505567,20.9588742857,0.273098907737316,0.978497577725951,0.349320878138763,-0.462069913598639,overpredicted
engenheiro paulo de frontin,3301801,2017,19,2017-05-08,0,36.2244452,20.4639452857,0.240674769254657,0.978497577725951,0.299871997612033,-0.439503773034863,overpredicted
engenheiro paulo de frontin,3301801,2017,20,2017-05-15,0,24.9044446,21.4435372857,0.209369776169271,0.978497577725951,0.254168766142292,-0.415291362463424,overpredicted
engenheiro paulo de frontin,3301801,2017,21,2017-05-22,0,21.7277788,22.9183674286,0.180574102766224,0.978497577725951,0.21389764625992,-0.390438344654659,overpredicted
engenheiro paulo de frontin,3301801,2017,22,2017-05-29,0,20.798334,21.441373,0.150003537246957,0.978497577725951,0.172999057827491,-0.360644764051501,overpredicted
engenheiro paulo de frontin,3301801,2017,23,2017-06-05,0,20.265,20.3142237143,0.128410872689596,0.978497577725951,0.145262577384895,-0.336918551363675,overpredicted
engenheiro paulo de frontin,3301801,2017,24,2017-06-12,0,12.8177777,19.0358035714,0.10571113442788,0.978497577725951,0.11713154485751,-0.308875739228233,overpredicted
engenheiro paulo de frontin,3301801,2017,25,2017-06-19,0,14.6577781,17.4820346667,0.100110395722413,0.978497577725951,0.110352721876137,-0.301361419796015,overpredicted
engenheiro paulo de frontin,3301801,2017,26,2017-06-26,0,15.6905561,17.9701862857,0.0882528858214295,0.978497577725951,0.0962126110502963,-0.284520075366864,overpredicted
engenheiro paulo de frontin,3301801,2017,27,2017-07-03,0,13.6072223,18.7891157143,0.110008158610317,0.978497577725951,0.122375889748658,-0.314468365982115,overpredicted
engenheiro paulo de frontin,3301801,2017,28,2017-07-10,0,10.7055558,17.9013602857,0.0894022532243303,0.978497577725951,0.0975706565638282,-0.286212667193277,overpredicted
engenheiro paulo de frontin,3301801,2017,29,2017-07-17,0,11.2883337,20.1210884286,0.101707671691811,0.978497577725951,0.112279440816686,-0.303531376881289,overpredicted
engenheiro paulo de frontin,3301801,2017,30,2017-07-24,0,7.4316669,16.9727891429,0.0803738796339701,0.978497577725951,0.0869757973846803,-0.272530882574551,overpredicted
engenheiro paulo de frontin,3301801,2017,31,2017-07-31,0,8.5955559,18.2755101429,0.0755027218455569,0.978497577725951,0.0813286545160659,-0.264752953907671,overpredicted
engenheiro paulo de frontin,3301801,2017,32,2017-08-07,0,8.5511113,15.8401361429,0.0705135062288616,0.978497577725951,0.0755949235709905,-0.256463753433557,overpredicted
engenheiro paulo de frontin,3301801,2017,33,2017-08-14,0,7.2761108,15.255102,0.0738696231312073,0.978497577725951,0.0794462554558658,-0.262077155935568,overpredicted
engenheiro paulo de frontin,3301801,2017,34,2017-08-21,0,8.8861112,17.7979592857,0.0812880813025443,0.978497577725951,0.0880410383994904,-0.273958194037663,overpredicted
engenheiro paulo de frontin,3301801,2017,35,2017-08-28,0,9.8061112,16.8707482857,0.0771480464736336,0.978497577725951,0.0832306584393475,-0.267413463063097,overpredicted
engenheiro paulo de frontin,3301801,2017,36,2017-09-04,0,10.675,15.7789114286,0.0736131218807821,0.978497577725951,0.0791510933958762,-0.261653637669913,overpredicted
engenheiro paulo de frontin,3301801,2017,37,2017-09-11,0,8.096667,16.6326531429,0.0881759887120063,0.978497577725951,0.0961218489392837,-0.284406344316606,overpredicted
engenheiro paulo de frontin,3301801,2017,38,2017-09-18,0,7.9561114,15.9795921429,0.0835632768862308,0.978497577725951,0.0906995451846082,-0.277468002456443,overpredicted
engenheiro paulo de frontin,3301801,2017,39,2017-09-25,0,5.9694446,18.5102041429,0.0905128924187212,0.978497577725951,0.0988855076203272,-0.287835343193202,overpredicted
engenheiro paulo de frontin,3301801,2017,40,2017-10-02,0,9.3449993,17.1156461429,0.0982040698514862,0.978497577725951,0.108060036340242,-0.298742445576405,overpredicted
engenheiro paulo de frontin,3301801,2017,41,2017-10-09,0,10.7799999,16.6513602857,0.0920938365038234,0.978497577725951,0.100761486700468,-0.290123749858174,overpredicted
engenheiro paulo de frontin,3301801,2017,42,2017-10-16,0,15.8083338,17.2488096,0.114914049109453,0.978497577725951,0.128409472075567,-0.320682010314735,overpredicted
engenheiro paulo de frontin,3301801,2018,3,2018-01-15,0,40.74,24.1666666667,0.324588463432813,0.978497577725951,0.432261362162443,-0.493696298571549,overpredicted
engenheiro paulo de frontin,3301801,2018,4,2018-01-22,0,47.926669,23.761111,0.398857536348454,0.978497577725951,0.561440804742107,-0.532311459526727,overpredicted
engenheiro paulo de frontin,3301801,2018,5,2018-01-29,0,56.2488906,24.6444445,0.409725653760624,0.978497577725951,0.581289810045728,-0.537398935620111,overpredicted
engenheiro paulo de frontin,3301801,2018,6,2018-02-05,0,61.3683344,23.947619,0.411396680141594,0.978497577725951,0.584363105694592,-0.538169880884409,overpredicted
engenheiro paulo de frontin,3301801,2018,7,2018-02-12,0,54.635,23.3571428571,0.343261074319366,0.978497577725951,0.463678505925809,-0.504099277726736,overpredicted
engenheiro paulo de frontin,3301801,2018,8,2018-02-19,0,58.875,23.3571428571,0.320470329594244,0.978497577725951,0.425428414813958,-0.491331468279205,overpredicted
engenheiro paulo de frontin,3301801,2018,9,2018-02-26,0,61.575,24.0476191429,0.401956180837913,0.978497577725951,0.567075415664524,-0.533775088537174,overpredicted
engenheiro paulo de frontin,3301801,2018,10,2018-03-05,0,58.695,24.7857142857,0.454635819070624,0.978497577725951,0.66587162862917,-0.557145200582873,overpredicted
engenheiro paulo de frontin,3301801,2018,11,2018-03-12,0,40.514444,22.0714285714,0.421690437240686,0.978497577725951,0.603420907410581,-0.5428546668414,overpredicted
engenheiro paulo de frontin,3301801,2018,12,2018-03-19,0,42.427221,21.7380951429,0.480020385960264,0.978497577725951,0.715503412369937,-0.567484268997978,overpredicted
engenheiro paulo de frontin,3301801,2018,13,2018-03-26,0,47.673885,23.1428571429,0.530508476495168,0.978497577725951,0.818132329675567,-0.586516926498107,overpredicted
engenheiro paulo de frontin,3301801,2018,14,2018-04-02,0,33.851665,24.7809524286,0.492448590930967,0.978497577725951,0.740283251159236,-0.572350329671148,overpredicted
engenheiro paulo de frontin,3301801,2018,15,2018-04-09,0,44.6572214,26.5857141429,0.439090904559421,0.978497577725951,0.636128512884303,-0.550531293098921,overpredicted
engenheiro paulo de frontin,3301801,2018,16,2018-04-16,0,42.6272219,24.0238094286,0.417397550980217,0.978497577725951,0.595446755730602,-0.540914258872026,overpredicted
engenheiro paulo de frontin,3301801,2018,17,2018-04-23,0,41.9105561,24.6666668571,0.391101954636896,0.978497577725951,0.547423996104066,-0.528601110476901,overpredicted
engenheiro paulo de frontin,3301801,2018,18,2018-04-30,0,48.3605566,23.9285714286,0.44269587362398,0.978497577725951,0.642982150243242,-0.552085086378548,overpredicted
engenheiro paulo de frontin,3301801,2018,19,2018-05-07,0,39.9438898,23.25,0.427038026031917,0.978497577725951,0.613406883582948,-0.545245671166514,overpredicted
engenheiro paulo de frontin,3301801,2018,20,2018-05-14,0,24.9044446,22.8571428571,0.322969994640087,0.978497577725951,0.429571809312164,-0.492770033840858,overpredicted
engenheiro paulo de frontin,3301801,2018,21,2018-05-21,1,22.2572231,21.7755102857,0.267755127539425,0.978497577725951,0.341023380783617,1.25390392395294,underpredicted
engenheiro paulo de frontin,3301801,2018,22,2018-05-28,0,20.9316675,19.5714285714,0.220403739750833,0.978497577725951,0.270049042510855,-0.424128677528072,overpredicted
engenheiro paulo de frontin,3301801,2018,23,2018-06-04,2,20.265,24.8133052857,0.236341782234331,0.978497577725951,0.293426683925671,3.25585176305233,underpredicted
engenheiro paulo de frontin,3301801,2018,24,2018-06-11,1,13.8816666,25.8431021429,0.220996426401248,0.978497577725951,0.270909090054056,1.4966755403231,underpredicted
engenheiro paulo de frontin,3301801,2018,25,2018-06-18,2,14.197778,24.475,0.356113669493055,0.978497577725951,0.485717409437445,2.35873933291952,underpredicted
engenheiro paulo de frontin,3301801,2018,26,2018-06-25,0,16.0377784,24.9428571429,0.164857463469222,0.978497577725951,0.192632681190934,-0.375615606629713,overpredicted
engenheiro paulo de frontin,3301801,2018,27,2018-07-02,0,13.6072223,16.647619,0.374051016775322,0.978497577725951,0.51703978479641,-0.520198216087602,overpredicted
engenheiro paulo de frontin,3301801,2018,28,2018-07-09,0,10.9450002,15.7142857143,0.241110200346658,0.978497577725951,0.300521822852981,-0.439822635604068,overpredicted
engenheiro paulo de frontin,3301801,2018,29,2018-07-16,0,11.9311115,19.5,0.371666046693082,0.978497577725951,0.512837219119991,-0.518994935560231,overpredicted
engenheiro paulo de frontin,3301801,2018,30,2018-07-23,0,7.4316669,18.2857142857,0.145062342985006,0.978497577725951,0.166567846760707,-0.355434108725359,overpredicted
engenheiro paulo de frontin,3301801,2018,31,2018-07-30,0,8.3627781,16.8333334286,0.117853363838779,0.978497577725951,0.132047998229591,-0.324321747905596,overpredicted
engenheiro paulo de frontin,3301801,2018,32,2018-08-06,0,8.8061114,17.85,0.121229621601626,0.978497577725951,0.13624920007399,-0.328429204953401,overpredicted
engenheiro paulo de frontin,3301801,2018,33,2018-08-13,0,7.2761108,18.4857142857,0.130135342830082,0.978497577725951,0.14744270039438,-0.338909406048525,overpredicted
engenheiro paulo de frontin,3301801,2018,34,2018-08-20,0,8.6177778,14.9285714286,0.117202564169672,0.978497577725951,0.131240862639321,-0.323521073639225,overpredicted
engenheiro paulo de frontin,3301801,2018,35,2018-08-27,0,9.588889,21.9634922857,0.13581997737952,0.978497577725951,0.15467241674707,-0.345348216975914,overpredicted
engenheiro paulo de frontin,3301801,2018,36,2018-09-03,0,10.675,23.370238,0.159781016247522,0.978497577725951,0.185872008943102,-0.370610895252842,overpredicted
engenheiro paulo de frontin,3301801,2018,37,2018-09-10,0,8.2722225,21.8470238571429,0.154644532360336,0.978497577725951,0.179084992851333,-0.365430651896637,overpredicted
engenheiro paulo de frontin,3301801,2018,38,2018-09-17,0,8.4527781,20.9864027142857,0.142882304496854,0.978497577725951,0.163746283522513,-0.353095937023906,overpredicted
engenheiro paulo de frontin,3301801,2018,39,2018-09-24,0,5.9694446,17.809524,0.131598181099109,0.978497577725951,0.149296826106327,-0.340584280212274,overpredicted
engenheiro paulo de frontin,3301801,2018,40,2018-10-01,0,8.8627772,19.8214285714286,0.147858474606333,0.978497577725951,0.170201022008156,-0.358397638710338,overpredicted
engenheiro paulo de frontin,3301801,2018,41,2018-10-08,0,9.8566664,19.5915748571429,0.139519999656348,0.978497577725951,0.159413590348055,-0.349440948036282,overpredicted
engenheiro paulo de frontin,3301801,2018,42,2018-10-15,0,15.8083338,19.2023808571429,0.158608442646295,0.978497577725951,0.184317896252861,-0.36943883702287,overpredicted
engenheiro paulo de frontin,3301801,2018,43,2018-10-22,0,14.6483334,21.1945315714286,0.150096206849776,0.978497577725951,0.173120148680116,-0.36074133564443,overpredicted
engenheiro paulo de frontin,3301801,2018,44,2018-10-29,0,16.206667,20.8956042857,0.146094131478473,0.978497577725951,0.167906648686796,-0.356532253497879,overpredicted
engenheiro paulo de frontin,3301801,2018,45,2018-11-05,0,18.542223,22.3928571429,0.158881756097008,0.978497577725951,0.184679890906024,-0.369712578628573,overpredicted
engenheiro paulo de frontin,3301801,2018,46,2018-11-12,0,24.3483331,24.2702382857,0.171324460306286,0.978497577725951,0.201321540899428,-0.381833694428002,overpredicted
engenheiro paulo de frontin,3301801,2018,47,2018-11-19,0,21.6238883,25.8264318571,0.208690215354993,0.978497577725951,0.253198865122046,-0.414735498753782,overpredicted
engenheiro paulo de frontin,3301801,2018,48,2018-11-26,0,20.7133326,23.3870852857,0.204450502166118,0.978497577725951,0.247169062525891,-0.411236000186611,overpredicted
engenheiro paulo de frontin,3301801,2018,49,2018-12-03,0,27.51,20.8116882857,0.207052327797767,0.978497577725951,0.250865074423167,-0.413390046938553,overpredicted
engenheiro paulo de frontin,3301801,2018,50,2018-12-10,0,29.1311104,22.1818182857,0.226672124057978,0.978497577725951,0.279181453661393,-0.428997569944018,overpredicted
engenheiro paulo de frontin,3301801,2018,51,2018-12-17,0,37.8144434,21.8,0.169243510119306,0.978497577725951,0.198516311983641,-0.379851569226616,overpredicted
