date,year,week,rainfall_time_idx,rainfall_effect_mean,rainfall_effect_sd,rainfall_effect_q025,rainfall_effect_q975,rainfall_relative_risk,rainfall_relative_risk_q025,rainfall_relative_risk_q975
2020-03-02,2020,10,151,0.245471266160477,0.0875230347011429,0.0739261181462369,0.417016414174717,1.2782235547926,1.0767272519521,1.51742742004946
2020-03-09,2020,11,152,0.159691021873086,0.109984243983937,-0.0558780963354302,0.375260140081601,1.17314833781127,0.945654407601935,1.45536996543952
2020-03-16,2020,12,153,0.0274911513292301,0.119155078450898,-0.206052802434529,0.261035105092989,1.02787251976149,0.813790105049695,1.29827324063656
2020-03-23,2020,13,154,-0.132367381706717,0.118371803791688,-0.364376117138425,0.0996413537249916,0.876019102561267,0.694629883400145,1.10477462371163
2020-03-30,2020,14,155,-0.138603169141928,0.133547018801485,-0.400355325992838,0.123148987708982,0.87057343032203,0.670081906210903,1.13105292137843
2020-04-06,2020,15,156,-0.0269209720764813,0.138503198087288,-0.298387240327565,0.244545296174603,0.973438167281689,0.74201394638256,1.27704050596401
2020-04-13,2020,16,157,0.0871988813471117,0.121520771538295,-0.150981830867947,0.325379593562171,1.09111366029548,0.859863321487514,1.3845561148298
2020-04-20,2020,17,158,0.0452307425157123,0.12054959285286,-0.191046459475893,0.281507944507318,1.04626925085712,0.826094207355713,1.32512652375707
2020-04-27,2020,18,159,-0.00907420140747844,0.115847545455337,-0.236135390499939,0.217986987684982,0.990966844910103,0.789673752370762,1.24357088577767
2020-05-04,2020,19,160,0.000355256891363731,0.10972518115561,-0.214706098173632,0.21541661195636,1.00035532000257,0.806778519016882,1.24037854587016
2020-05-11,2020,20,161,0.222118558249732,0.15780137597245,-0.0871721386562702,0.531409255155735,1.24871941507685,0.916519313650255,1.70132822556635
2020-05-18,2020,21,162,0.366678838635248,0.178176069506077,0.0174537424033374,0.715903934867159,1.44293442990099,1.01760694901022,2.046035329278
2020-05-25,2020,22,163,0.387536111718394,0.183345238903418,0.0281794434676934,0.746892779969094,1.47334615771991,1.02858023986734,2.11043224080213
2020-06-01,2020,23,164,0.38515199707863,0.183469657726517,0.0255514679346573,0.744752526222603,1.46983771550191,1.0258807048728,2.10592021045931
